publication_number,title,url,code,number_of_cited_by
US-6861639-B2,Systems and methods for indicating an amount of use of a sensor,https://patents.google.com/patent/US6861639B2,A61B5/6838,1113
US-7004174-B2,Electrosurgery with infiltration anesthesia,https://patents.google.com/patent/US7004174B2,A61M19/00,1113
US-1355846-A,Medical appliance,https://patents.google.com/patent/US1355846A,A61F13/2048,1113
US-8134306-B2,Visual notification methods for candy-bar type cellphones,https://patents.google.com/patent/US8134306B2,H04W52/027,1113
US-4415732-A,Phosphoramidite compounds and processes,https://patents.google.com/patent/US4415732A,C07H21/00,1113
US-6498620-B2,Vision system for a vehicle including an image capture device and a display system having a long focal length,https://patents.google.com/patent/US6498620B2,H04N7/181,1112
US-2009012379-A1,System and methods for processing analyte sensor data,https://patents.google.com/patent/US20090012379A1,A61B5/1433,1112
US-6144848-A,Handheld remote computer control and methods for secured interactive real-time telecommunications,https://patents.google.com/patent/US6144848A,G06Q20/382,1112
US-5878607-A,Surgical cast cutter,https://patents.google.com/patent/US5878607A,A61F15/02,1112
US-6256523-B1,Low-noise optical probes,https://patents.google.com/patent/US6256523B1,A61B2562/08,1112
US-2003028451-A1,Personalized interactive digital catalog profiling,https://patents.google.com/patent/US20030028451A1,G06F21/6254,1112
US-9168144-B2,Prosthesis for replacement of cartilage,https://patents.google.com/patent/US9168144B2,A61F2/30965,1112
US-9943312-B2,Methods and devices for locking a surgical device based on loading of a fastener cartridge in the surgical device,https://patents.google.com/patent/US9943312B2,A61B2017/07271,1112
US-6670806-B2,Magnetic position sensor for measuring linear displacement,https://patents.google.com/patent/US6670806B2,G01D5/145,1112
US-2014060554-A1,Electronic smoking article comprising one or more microheaters,https://patents.google.com/patent/US20140060554A1,H05B2203/003,1111
US-2011241597-A1,H-bridge drive circuit for step motor control,https://patents.google.com/patent/US20110241597A1,H02P8/16,1111
DE-8712328-U1,Endoscopy forceps,https://patents.google.com/patent/DE8712328U1,A61B10/06,1111
US-10130359-B2,Method for forming a staple,https://patents.google.com/patent/US10130359B2,A61B2090/0801,1111
US-7035716-B2,Active-constraint robots,https://patents.google.com/patent/US7035716B2,A61B34/76,1111
US-2004158261-A1,Endoscopic device for spill-proof laparoscopic ovarian cystectomy,https://patents.google.com/patent/US20040158261A1,A61B17/0218,1111
US-4870302-A,Configurable electrical circuit having configurable logic elements and configurable interconnects,https://patents.google.com/patent/US4870302A,H03K19/17704,1111
US-2005234546-A1,Transcatheter delivery of a replacement heart valve,https://patents.google.com/patent/US20050234546A1,A61F2/2418,1111
US-5769640-A,Method and system for simulating medical procedures including virtual reality and control method and system for use therein,https://patents.google.com/patent/US5769640A,G06F3/016,1111
US-5098426-A,Method and apparatus for precision laser surgery,https://patents.google.com/patent/US5098426A,A61B17/32,1111
US-9693772-B2,Staple line reinforcement for anvil and cartridge,https://patents.google.com/patent/US9693772B2,A61B17/07292,1111
US-6219694-B1,System and method for pushing information from a host system to a mobile data communication device having a shared electronic address,https://patents.google.com/patent/US6219694B1,H04M3/4211,1111
US-5714586-A,Methods for the preparation of monomeric calicheamicin derivative/carrier conjugates,https://patents.google.com/patent/US5714586A,A61K47/68,1111
US-2008262469-A1,Integrated medicament delivery device for use with continuous analyte sensor,https://patents.google.com/patent/US20080262469A1,G16H40/67,1111
US-5957953-A,Expandable suture anchor,https://patents.google.com/patent/US5957953A,A61B2017/00862,1110
US-5544661-A,Real time ambulatory patient monitor,https://patents.google.com/patent/US5544661A,A61N1/3925,1110
US-4988617-A,Method of detecting a nucleotide change in nucleic acids,https://patents.google.com/patent/US4988617A,Y10S436/819,1110
US-5648263-A,Methods for reducing the harshness of a cotton-containing fabric,https://patents.google.com/patent/US5648263A,D06M2200/50,1110
US-4657866-A,"Serum-free, synthetic, completely chemically defined tissue culture media",https://patents.google.com/patent/US4657866A,C12N5/0618,1110
US-6049145-A,Tamper proof safety circuit,https://patents.google.com/patent/US6049145A,H01M50/574,1110
US-4500707-A,Nucleosides useful in the preparation of polynucleotides,https://patents.google.com/patent/US4500707A,B01J2219/00722,1110
US-2011251892-A1,Mobile Phone Payment Processing Methods and Systems,https://patents.google.com/patent/US20110251892A1,G06Q20/401,1110
US-2003149975-A1,Targeted advertising in on demand programming,https://patents.google.com/patent/US20030149975A1,H04N21/44224,1110
US-5453601-A,Electronic-monetary system,https://patents.google.com/patent/US5453601A,G06Q20/3676,1110
US-2004166169-A1,Porous extracellular matrix scaffold and method,https://patents.google.com/patent/US20040166169A1,A61L27/3641,1110
US-6650917-B2,Signal processing apparatus,https://patents.google.com/patent/US6650917B2,G06F2218/04,1110
US-2910763-A,Felt-like products,https://patents.google.com/patent/US2910763A,Y10T442/56,1110
US-8044536-B2,Powering devices having low and high voltage circuits,https://patents.google.com/patent/US8044536B2,H02J1/08,1110
US-9848877-B2,Methods and devices for adjusting a tissue gap of an end effector of a surgical device,https://patents.google.com/patent/US9848877B2,A61B2017/07285,1109
US-2005216300-A1,Sharing social network information,https://patents.google.com/patent/US20050216300A1,G06Q10/10,1109
US-8282654-B2,Clip and clip applicator for closing blood vessels,https://patents.google.com/patent/US8282654B2,A61B17/0684,1109
US-2004028502-A1,Surgical staple,https://patents.google.com/patent/US20040028502A1,A61B2017/0641,1109
US-6051017-A,Implantable microstimulator and systems employing the same,https://patents.google.com/patent/US6051017A,A61N1/375,1109
US-5774670-A,Persistent client state in a hypertext transfer protocol based client-server system,https://patents.google.com/patent/US5774670A,G06Q30/0603,1109
US-6186894-B1,Reel slot machine,https://patents.google.com/patent/US6186894B1,G07F17/3267,1109
US-7753246-B2,Surgical instrument with replaceable loading unit,https://patents.google.com/patent/US7753246B2,A61B2017/07278,1109
US-5905974-A,Automated auction protocol processor,https://patents.google.com/patent/US5905974A,G06Q40/06,1109
US-5727129-A,Network system for profiling and actively facilitating user activities,https://patents.google.com/patent/US5727129A,G06F16/9574,1109
US-5540681-A,Method and system for radiofrequency ablation of tissue,https://patents.google.com/patent/US5540681A,A61B2018/00839,1109
US-5904654-A,Exciter-detector unit for measuring physiological parameters,https://patents.google.com/patent/US5904654A,A61B5/021,1109
US-6186142-B1,Control of respiratory oxygen delivery,https://patents.google.com/patent/US6186142B1,A61M2230/63,1109
US-2014367445-A1,Emergency retraction for electro-mechanical surgical devices and systems,https://patents.google.com/patent/US20140367445A1,A61B17/068,1108
US-5540734-A,Cranial nerve stimulation treatments using neurocybernetic prosthesis,https://patents.google.com/patent/US5540734A,A61N1/36082,1108
US-8060250-B2,Joint-space impedance control for tendon-driven manipulators,https://patents.google.com/patent/US8060250B2,G05B2219/39457,1108
US-7584880-B2,Surgical stapling device,https://patents.google.com/patent/US7584880B2,A61B2017/07278,1108
US-2002002326-A1,Handheld personal data assistant (PDA) with a medical device and method of using the same,https://patents.google.com/patent/US20020002326A1,G16H20/17,1108
US-6038295-A,"Apparatus and method for recording, communicating and administering digital images",https://patents.google.com/patent/US6038295A,H04N2201/3226,1108
US-7608761-B2,Method for disease control in MON89788 soybean,https://patents.google.com/patent/US7608761B2,C12N15/8286,1108
US-2016256154-A1,Adaptive tissue compression techniques to adjust closure rates for multiple tissue types,https://patents.google.com/patent/US20160256154A1,A61B2017/00026,1108
US-5437622-A,Transparent adhesive dressing with reinforced starter cuts,https://patents.google.com/patent/US5437622A,A61F13/023,1108
US-5455233-A,Oligoribonucleoside and oligodeoxyribonucleoside boranophosphates,https://patents.google.com/patent/US5455233A,A61P35/00,1107
US-5956501-A,Disease simulation system and method,https://patents.google.com/patent/US5956501A,G16H40/63,1107
US-6064980-A,System and methods for collaborative recommendations,https://patents.google.com/patent/US6064980A,G06Q30/0631,1107
US-5865638-A,Electrical connector,https://patents.google.com/patent/US5865638A,H01R13/5219,1107
US-4478220-A,Ligating clip cartridge,https://patents.google.com/patent/US4478220A,A61B17/128,1107
US-5281213-A,Catheter for ice mapping and ablation,https://patents.google.com/patent/US5281213A,A61B18/02,1107
US-8063619-B2,System and method for powering an information handling system in multiple power states,https://patents.google.com/patent/US8063619B2,Y02B70/30,1107
US-8603089-B2,Surgical instrument including inductively coupled accessory,https://patents.google.com/patent/US8603089B2,A61B2017/00734,1107
US-6275824-B1,System and method for managing data privacy in a database management system,https://patents.google.com/patent/US6275824B1,G06F2221/2101,1107
US-5404485-A,Flash file system,https://patents.google.com/patent/US5404485A,G06F12/02,1106
US-2009204109-A1,Eye-Safe Dermatologic Treatment Apparatus and Method,https://patents.google.com/patent/US20090204109A1,A61B2090/065,1106
US-6007521-A,Drainage catheter system,https://patents.google.com/patent/US6007521A,A61M25/0119,1106
US-4951861-A,Surgical stapler pressure regulator,https://patents.google.com/patent/US4951861A,A61B2017/00535,1106
US-5531878-A,Sensor devices,https://patents.google.com/patent/US5531878A,G01N27/3274,1106
US-5950205-A,Data transmission over the internet using a cache memory file system,https://patents.google.com/patent/US5950205A,Y10S707/99953,1106
US-2003115614-A1,Antibody composition-producing cell,https://patents.google.com/patent/US20030115614A1,A61P37/02,1106
US-5454822-A,Apparatus for clamping and cutting viscera,https://patents.google.com/patent/US5454822A,A61B17/0469,1106
US-8179705-B2,Apparatus and method of optimizing power system efficiency using a power loss model,https://patents.google.com/patent/US8179705B2,H02J1/082,1106
US-7171279-B2,Articulating arm for positioning a tool at a location,https://patents.google.com/patent/US7171279B2,A61B34/71,1106
US-2005230453-A1,Wound closure material applicator and stapler,https://patents.google.com/patent/US20050230453A1,A61B2017/07214,1106
US-6666860-B1,Electric treatment system,https://patents.google.com/patent/US6666860B1,A61B2217/005,1106
US-5562738-A,Intervertebral disk arthroplasty device,https://patents.google.com/patent/US5562738A,A61F2002/3079,1105
US-6157169-A,Monitoring technique for accurately determining residual capacity of a battery,https://patents.google.com/patent/US6157169A,G01R31/3648,1105
US-8459524-B2,Tissue fastening system for a medical device,https://patents.google.com/patent/US8459524B2,A61B17/072,1105
US-9655614-B2,Robotically-controlled motorized surgical instrument with an end effector,https://patents.google.com/patent/US9655614B2,A61B2090/065,1105
US-2002044152-A1,Dynamic integration of computer generated and real world images,https://patents.google.com/patent/US20020044152A1,G02B2027/0112,1105
US-7758594-B2,"Devices, systems and methods for treating benign prostatic hyperplasia and other conditions",https://patents.google.com/patent/US7758594B2,A61B17/00234,1105
